Region,Country/Area,Year,Series,Value,Source,Continent,Hofstede_pdi,Hofstede_idv,Hofstede_mas,Hofstede_uai,Hofstede_mean
418,Lao People's Dem. Rep.,2016,GDP real rates of growth (percent),7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
418,Lao People's Dem. Rep.,2017,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
428,Latvia,2015,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,44,70,9,63,46.5
428,Latvia,2016,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,44,70,9,63,46.5
428,Latvia,2017,GDP real rates of growth (percent),4.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,44,70,9,63,46.5
422,Lebanon,2015,GDP real rates of growth (percent),0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
422,Lebanon,2016,GDP real rates of growth (percent),1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
422,Lebanon,2017,GDP real rates of growth (percent),0.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
426,Lesotho,2015,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
426,Lesotho,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
426,Lesotho,2017,GDP real rates of growth (percent),-1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
430,Liberia,2015,GDP real rates of growth (percent),9.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
430,Liberia,2016,GDP real rates of growth (percent),-0.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
430,Liberia,2017,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
434,Libya,2015,GDP real rates of growth (percent),-45.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
434,Libya,2016,GDP real rates of growth (percent),-16.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
434,Libya,2017,GDP real rates of growth (percent),64,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
438,Liechtenstein,2015,GDP real rates of growth (percent),0,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
438,Liechtenstein,2016,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
438,Liechtenstein,2017,GDP real rates of growth (percent),0.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
440,Lithuania,2015,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,42,60,19,65,46.5
440,Lithuania,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,42,60,19,65,46.5
440,Lithuania,2017,GDP real rates of growth (percent),4.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,42,60,19,65,46.5
442,Luxembourg,2015,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,40,60,50,70,55
442,Luxembourg,2016,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,40,60,50,70,55
442,Luxembourg,2017,GDP real rates of growth (percent),1.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,40,60,50,70,55
450,Madagascar,2015,GDP real rates of growth (percent),3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
450,Madagascar,2016,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
450,Madagascar,2017,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
454,Malawi,2015,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
454,Malawi,2016,GDP real rates of growth (percent),2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
454,Malawi,2017,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
458,Malaysia,2015,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,104,26,50,36,54
458,Malaysia,2016,GDP real rates of growth (percent),4.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,104,26,50,36,54
458,Malaysia,2017,GDP real rates of growth (percent),5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,104,26,50,36,54
462,Maldives,2015,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
462,Maldives,2016,GDP real rates of growth (percent),7.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
462,Maldives,2017,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
466,Mali,2015,GDP real rates of growth (percent),7.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
466,Mali,2016,GDP real rates of growth (percent),8.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
466,Mali,2017,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
470,Malta,2015,GDP real rates of growth (percent),9.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,56,59,47,96,64.5
470,Malta,2016,GDP real rates of growth (percent),5.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,56,59,47,96,64.5
470,Malta,2017,GDP real rates of growth (percent),6.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,56,59,47,96,64.5
478,Mauritania,2015,GDP real rates of growth (percent),0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
478,Mauritania,2016,GDP real rates of growth (percent),1.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
478,Mauritania,2017,GDP real rates of growth (percent),3.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
480,Mauritius,2015,GDP real rates of growth (percent),3.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
480,Mauritius,2016,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
480,Mauritius,2017,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
484,Mexico,2015,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,81,30,69,82,65.5
484,Mexico,2016,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,81,30,69,82,65.5
484,Mexico,2017,GDP real rates of growth (percent),2.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,81,30,69,82,65.5
492,Monaco,2015,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
492,Monaco,2016,GDP real rates of growth (percent),3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
492,Monaco,2017,GDP real rates of growth (percent),0,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
496,Mongolia,2015,GDP real rates of growth (percent),2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
496,Mongolia,2016,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
496,Mongolia,2017,GDP real rates of growth (percent),5.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
499,Montenegro,2015,GDP real rates of growth (percent),3.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
499,Montenegro,2016,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
499,Montenegro,2017,GDP real rates of growth (percent),4.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
500,Montserrat,2015,GDP real rates of growth (percent),-1.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
500,Montserrat,2016,GDP real rates of growth (percent),0.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
500,Montserrat,2017,GDP real rates of growth (percent),-2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
504,Morocco,2015,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,70,46,53,68,59.25
504,Morocco,2016,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,70,46,53,68,59.25
504,Morocco,2017,GDP real rates of growth (percent),5.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,70,46,53,68,59.25
508,Mozambique,2015,GDP real rates of growth (percent),6.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
508,Mozambique,2016,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
508,Mozambique,2017,GDP real rates of growth (percent),3.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
104,Myanmar,2015,GDP real rates of growth (percent),7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
104,Myanmar,2016,GDP real rates of growth (percent),5.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
104,Myanmar,2017,GDP real rates of growth (percent),6.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
516,Namibia,2015,GDP real rates of growth (percent),6.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
516,Namibia,2016,GDP real rates of growth (percent),0.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
516,Namibia,2017,GDP real rates of growth (percent),-0.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
524,Nepal,2015,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
524,Nepal,2016,GDP real rates of growth (percent),0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
524,Nepal,2017,GDP real rates of growth (percent),7.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
528,Netherlands,2015,GDP real rates of growth (percent),2.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,38,80,14,53,46.25
528,Netherlands,2016,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,38,80,14,53,46.25
528,Netherlands,2017,GDP real rates of growth (percent),3.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,38,80,14,53,46.25
540,New Caledonia,2015,GDP real rates of growth (percent),3.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
540,New Caledonia,2016,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
540,New Caledonia,2017,GDP real rates of growth (percent),2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
558,Nicaragua,2015,GDP real rates of growth (percent),4.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
558,Nicaragua,2016,GDP real rates of growth (percent),4.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
558,Nicaragua,2017,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
562,Niger,2015,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
562,Niger,2016,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
562,Niger,2017,GDP real rates of growth (percent),4.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
566,Nigeria,2015,GDP real rates of growth (percent),2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
566,Nigeria,2016,GDP real rates of growth (percent),-1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
566,Nigeria,2017,GDP real rates of growth (percent),0.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
807,North Macedonia,2015,GDP real rates of growth (percent),3.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
807,North Macedonia,2016,GDP real rates of growth (percent),2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
807,North Macedonia,2017,GDP real rates of growth (percent),0.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
578,Norway,2015,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,31,69,8,50,39.5
578,Norway,2016,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,31,69,8,50,39.5
578,Norway,2017,GDP real rates of growth (percent),2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,31,69,8,50,39.5
512,Oman,2015,GDP real rates of growth (percent),4.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
512,Oman,2016,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
512,Oman,2017,GDP real rates of growth (percent),-0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
586,Pakistan,2015,GDP real rates of growth (percent),4.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,55,14,50,70,47.25
586,Pakistan,2016,GDP real rates of growth (percent),5.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,55,14,50,70,47.25
586,Pakistan,2017,GDP real rates of growth (percent),5.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,55,14,50,70,47.25
591,Panama,2015,GDP real rates of growth (percent),5.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,95,11,44,86,59
591,Panama,2016,GDP real rates of growth (percent),5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,95,11,44,86,59
591,Panama,2017,GDP real rates of growth (percent),5.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,95,11,44,86,59
600,Paraguay,2015,GDP real rates of growth (percent),3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
600,Paraguay,2016,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
600,Paraguay,2017,GDP real rates of growth (percent),4.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
604,Peru,2015,GDP real rates of growth (percent),3.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,64,16,42,87,52.25
604,Peru,2016,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,64,16,42,87,52.25
604,Peru,2017,GDP real rates of growth (percent),2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,64,16,42,87,52.25
608,Philippines,2015,GDP real rates of growth (percent),6.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,94,32,64,44,58.5
608,Philippines,2016,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,94,32,64,44,58.5
608,Philippines,2017,GDP real rates of growth (percent),6.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,94,32,64,44,58.5
616,Poland,2015,GDP real rates of growth (percent),3.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,68,60,64,93,71.25
616,Poland,2016,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,68,60,64,93,71.25
616,Poland,2017,GDP real rates of growth (percent),4.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,68,60,64,93,71.25
620,Portugal,2015,GDP real rates of growth (percent),1.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,63,27,31,104,56.25
620,Portugal,2016,GDP real rates of growth (percent),-2.7,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,63,27,31,104,56.25
620,Portugal,2017,GDP real rates of growth (percent),0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,63,27,31,104,56.25
630,Puerto Rico,2015,GDP real rates of growth (percent),-1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
630,Puerto Rico,2016,GDP real rates of growth (percent),-1.3,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
630,Puerto Rico,2017,GDP real rates of growth (percent),-2.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
634,Qatar,2015,GDP real rates of growth (percent),3.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
634,Qatar,2016,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
634,Qatar,2017,GDP real rates of growth (percent),1.6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,,,,,
410,Republic of Korea,2015,GDP real rates of growth (percent),2.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,60,18,39,85,50.5
410,Republic of Korea,2016,GDP real rates of growth (percent),2.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,60,18,39,85,50.5
410,Republic of Korea,2017,GDP real rates of growth (percent),3.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Asia,60,18,39,85,50.5
498,Republic of Moldova,2015,GDP real rates of growth (percent),-0.4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
498,Republic of Moldova,2016,GDP real rates of growth (percent),4.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
498,Republic of Moldova,2017,GDP real rates of growth (percent),4.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,,,,,
642,Romania,2015,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,90,30,42,90,63
642,Romania,2016,GDP real rates of growth (percent),4.8,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,90,30,42,90,63
642,Romania,2017,GDP real rates of growth (percent),6.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,90,30,42,90,63
643,Russian Federation,2015,GDP real rates of growth (percent),-2.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,93,39,36,95,65.75
643,Russian Federation,2016,GDP real rates of growth (percent),-0.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,93,39,36,95,65.75
643,Russian Federation,2017,GDP real rates of growth (percent),1.5,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Europe,93,39,36,95,65.75
646,Rwanda,2015,GDP real rates of growth (percent),8.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
646,Rwanda,2016,GDP real rates of growth (percent),6,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
646,Rwanda,2017,GDP real rates of growth (percent),6.1,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",Africa,,,,,
659,Saint Kitts and Nevis,2015,GDP real rates of growth (percent),4,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
659,Saint Kitts and Nevis,2016,GDP real rates of growth (percent),2.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
659,Saint Kitts and Nevis,2017,GDP real rates of growth (percent),1.2,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
662,Saint Lucia,2015,GDP real rates of growth (percent),-0.9,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed February 2018.",America,,,,,
